analytic_distribution,analytic_precision,distribution_analytic_account_ids,order_id,sequence,company_id,currency_id,order_partner_id,salesman_id,state,tax_country_id,display_type,is_configurable_product,is_downpayment,is_expense,product_id,product_template_id,product_uom_category_id,product_template_attribute_value_ids,product_custom_attribute_value_ids,product_no_variant_attribute_value_ids,is_product_archived,name,product_uom_qty,product_uom,linked_line_id,linked_line_ids,virtual_id,linked_virtual_id,selected_combo_items,combo_item_id,tax_id,pricelist_item_id,price_unit,technical_price_unit,discount,price_subtotal,price_tax,price_total,price_reduce_taxexcl,price_reduce_taxinc,product_packaging_id,product_packaging_qty,customer_lead,qty_delivered_method,qty_delivered,qty_invoiced,qty_invoiced_posted,qty_to_invoice,analytic_line_ids,invoice_lines,invoice_status,untaxed_amount_invoiced,amount_invoiced,untaxed_amount_to_invoice,amount_to_invoice,product_type,service_tracking,product_updatable,product_uom_readonly,tax_calculation_rounding_method,company_price_include,id,display_name,create_uid,create_date,write_uid,write_date,is_delivery,product_qty,recompute_delivery_price,sale_order_option_ids,purchase_line_ids,purchase_line_count,is_rental,qty_returned,start_date,return_date,reservation_begin,is_product_rentable,route_id,move_ids,virtual_available_at_date,scheduled_date,forecast_expected_date,free_qty_today,qty_available_today,warehouse_id,qty_to_deliver,is_mto,display_qty_widget,is_storable,event_id,event_ticket_id,registration_ids,pos_order_line_ids,available_product_document_ids,product_document_ids,is_service,tracking,reserved_lot_ids,pickedup_lot_ids,returned_lot_ids,unavailable_lot_ids,available_reserved_lots,recurring_invoice,recurring_monthly,parent_line_id,last_invoiced_date,pricelist_id,subscription_start_date,subscription_end_date,next_invoice_date,product_template_variant_value_ids,subscription_plan_id,name_short,shop_warning,amazon_item_ref,amazon_offer_id,planning_slot_ids,planning_hours_planned,planning_hours_to_plan,project_id,task_id,reached_milestones_ids,calendar_booking_ids,calendar_event_id,remaining_hours_available,remaining_hours,has_displayed_warning_upsell,timesheet_ids,delivered_price_subtotal,delivered_price_tax,delivered_price_total,fsm_lot_id
False,2,[],"[36, 'S00036']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[10, 'Deco Addict']","[1, 'OdooBot']",draft,"[233, 'United States']",False,False,False,False,"[33, '[FURN_8855] Drawer']","[24, '[FURN_8855] Drawer']","[1, 'Unit']",[],[],[],False,[FURN_8855] Drawer,1.0,"[1, 'Units']",False,[],False,False,False,False,[1],False,3645.0,3645.0,0.0,3645.0,546.75,4191.75,3645.0,4191.75,False,0.0,0.0,stock_move,0.0,0.0,0.0,0.0,[],[],no,0.0,0.0,0.0,0.0,consu,no,True,False,round_per_line,tax_excluded,68,S00036 - [FURN_8855] Drawer (Deco Addict),"[1, 'OdooBot']",2025-03-10 17:09:41,"[1, 'OdooBot']",2025-03-10 17:11:41,False,1.0,False,[],[],0,False,0.0,False,False,False,False,False,[],173.0,2025-03-24 11:20:05,False,168.0,183.0,"[1, 'YourCompany']",1.0,False,True,True,False,False,[],[],[],[],False,lot,[],[],[],[],True,False,0.0,False,False,False,False,False,False,[],False,Drawer,False,False,False,[],0.0,0.0,False,False,[],[],False,False,0.0,False,[],0.0,0.0,0.0,False
False,2,[],"[35, 'S00035']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[32, 'Gemini Furniture, Oscar Morgan']","[2, 'Mitchell Admin']",sale,"[233, 'United States']",False,False,False,False,"[46, 'Event Registration - Standard']","[37, 'Event Registration - Standard']","[1, 'Unit']",[],[],[],False,Event Registration - Standard,1.0,"[1, 'Units']",False,[],False,False,False,False,[1],False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,manual,0.0,0.0,0.0,1.0,[],[],to invoice,0.0,0.0,0.0,0.0,service,event,False,True,round_per_line,tax_excluded,66,S00035 - Event Registration - Standard (Gemini Furniture),"[1, 'OdooBot']",2025-03-10 17:09:39,"[1, 'OdooBot']",2025-03-10 17:11:41,False,1.0,False,[],[],0,False,0.0,False,False,False,False,False,[],0.0,False,False,0.0,0.0,"[1, 'YourCompany']",1.0,False,False,False,"[8, 'OpenWood Collection Online Reveal']","[9, 'Standard']",[25],[],[],[],True,none,[],[],[],[],True,False,0.0,False,False,False,False,False,False,[],False,Standard,False,False,False,[],0.0,1.0,False,False,[],[],False,False,0.0,False,[],0.0,0.0,0.0,False
False,2,[],"[35, 'S00035']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[32, 'Gemini Furniture, Oscar Morgan']","[2, 'Mitchell Admin']",sale,"[233, 'United States']",False,False,False,False,"[47, 'Event Registration - VIP']","[38, 'Event Registration - VIP']","[1, 'Unit']",[],[],[],False,Event Registration - VIP,1.0,"[1, 'Units']",False,[],False,False,False,False,[1],False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,manual,0.0,0.0,0.0,1.0,[],[],to invoice,0.0,0.0,0.0,0.0,service,event,False,True,round_per_line,tax_excluded,67,S00035 - Event Registration - VIP (Gemini Furniture),"[1, 'OdooBot']",2025-03-10 17:09:39,"[1, 'OdooBot']",2025-03-10 17:11:41,False,1.0,False,[],[],0,False,0.0,False,False,False,False,False,[],0.0,False,False,0.0,0.0,"[1, 'YourCompany']",1.0,False,False,False,"[8, 'OpenWood Collection Online Reveal']","[10, 'VIP']",[27],[],[],[],True,none,[],[],[],[],True,False,0.0,False,False,False,False,False,False,[],False,VIP,False,False,False,[],0.0,1.0,False,False,[],[],False,False,0.0,False,[],0.0,0.0,0.0,False
False,2,[],"[34, 'S00034']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[21, 'Gemini Furniture, Edwin Hansen']","[2, 'Mitchell Admin']",sale,"[233, 'United States']",False,False,False,False,"[46, 'Event Registration - Standard']","[37, 'Event Registration - Standard']","[1, 'Unit']",[],[],[],False,Event Registration - Standard,1.0,"[1, 'Units']",False,[],False,False,False,False,[1],False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,manual,0.0,0.0,0.0,1.0,[],[],to invoice,0.0,0.0,0.0,0.0,service,event,False,True,round_per_line,tax_excluded,64,S00034 - Event Registration - Standard (Gemini Furniture),"[1, 'OdooBot']",2025-03-10 17:09:39,"[1, 'OdooBot']",2025-03-10 17:11:41,False,1.0,False,[],[],0,False,0.0,False,False,False,False,False,[],0.0,False,False,0.0,0.0,"[1, 'YourCompany']",1.0,False,False,False,"[8, 'OpenWood Collection Online Reveal']","[9, 'Standard']",[24],[],[],[],True,none,[],[],[],[],True,False,0.0,False,False,False,False,False,False,[],False,Standard,False,False,False,[],0.0,1.0,False,False,[],[],False,False,0.0,False,[],0.0,0.0,0.0,False
False,2,[],"[34, 'S00034']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[21, 'Gemini Furniture, Edwin Hansen']","[2, 'Mitchell Admin']",sale,"[233, 'United States']",False,False,False,False,"[47, 'Event Registration - VIP']","[38, 'Event Registration - VIP']","[1, 'Unit']",[],[],[],False,Event Registration - VIP,1.0,"[1, 'Units']",False,[],False,False,False,False,[1],False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,manual,0.0,0.0,0.0,1.0,[],[],to invoice,0.0,0.0,0.0,0.0,service,event,False,True,round_per_line,tax_excluded,65,S00034 - Event Registration - VIP (Gemini Furniture),"[1, 'OdooBot']",2025-03-10 17:09:39,"[1, 'OdooBot']",2025-03-10 17:11:41,False,1.0,False,[],[],0,False,0.0,False,False,False,False,False,[],0.0,False,False,0.0,0.0,"[1, 'YourCompany']",1.0,False,False,False,"[8, 'OpenWood Collection Online Reveal']","[10, 'VIP']",[26],[],[],[],True,none,[],[],[],[],True,False,0.0,False,False,False,False,False,False,[],False,VIP,False,False,False,[],0.0,1.0,False,False,[],[],False,False,0.0,False,[],0.0,0.0,0.0,False
False,2,[],"[27, 'S00027']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[11, 'Gemini Furniture']","[6, 'Marc Demo']",sale,"[233, 'United States']",False,False,False,False,"[16, '[E-COM06] Corner Desk Right Sit']","[10, '[E-COM06] Corner Desk Right Sit']","[1, 'Unit']",[],[],[],False,[E-COM06] Corner Desk Right Sit,10.0,"[1, 'Units']",False,[],False,False,False,False,[1],False,199.0,199.0,0.0,1990.0,298.5,2288.5,199.0,228.85,False,0.0,0.0,stock_move,0.0,0.0,0.0,0.0,[],[],no,0.0,0.0,0.0,0.0,consu,no,False,True,round_per_line,tax_excluded,55,S00027 - [E-COM06] Corner Desk Right Sit (Gemini Furniture),"[1, 'OdooBot']",2025-03-10 17:09:18,"[1, 'OdooBot']",2025-03-10 17:11:41,False,10.0,False,[],[],0,False,0.0,False,False,False,False,False,[85],0.0,2025-03-10 17:09:19,False,-10.0,0.0,"[1, 'YourCompany']",10.0,False,True,True,False,False,[],[],[],[],False,none,[],[],[],[],True,False,0.0,False,False,False,False,False,False,[],False,Corner Desk Right Sit,False,False,False,[],0.0,10.0,False,False,[],[],False,False,0.0,False,[],0.0,0.0,0.0,False
False,2,[],"[26, 'S00026']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[11, 'Gemini Furniture']","[6, 'Marc Demo']",sale,"[233, 'United States']",False,True,False,False,"[32, '[FURN_6667] Acoustic Bloc Screens (Wood)']","[23, 'Acoustic Bloc Screens']","[1, 'Unit']",[8],[],[],False,[FURN_6667] Acoustic Bloc Screens (Wood),10.0,"[1, 'Units']",False,[],False,False,False,False,[1],False,295.0,295.0,0.0,2950.0,442.5,3392.5,295.0,339.25,False,0.0,0.0,stock_move,0.0,0.0,0.0,0.0,[],[],no,0.0,0.0,0.0,0.0,consu,no,False,True,round_per_line,tax_excluded,53,S00026 - [FURN_6667] Acoustic Bloc Screens (Wood) (Gemini Furniture),"[1, 'OdooBot']",2025-03-10 17:09:18,"[1, 'OdooBot']",2025-03-10 17:11:41,False,10.0,False,[],[],0,False,0.0,False,False,False,False,False,[83],0.0,2025-03-10 17:09:19,2025-03-10 17:08:17,10.0,6.0,"[1, 'YourCompany']",10.0,False,True,True,False,False,[],[],[2],[],False,none,[],[],[],[],True,False,0.0,False,False,False,False,False,False,[8],False,Acoustic Bloc Screens (Wood),False,False,False,[],0.0,10.0,False,False,[],[],False,False,0.0,False,[],0.0,0.0,0.0,False
False,2,[],"[26, 'S00026']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[11, 'Gemini Furniture']","[6, 'Marc Demo']",sale,"[233, 'United States']",False,False,False,False,"[21, '[E-COM11] Cabinet with Doors']","[15, '[E-COM11] Cabinet with Doors']","[1, 'Unit']",[],[],[],False,[E-COM11] Cabinet with Doors,10.0,"[1, 'Units']",False,[],False,False,False,False,[1],False,140.0,140.0,0.0,1400.0,210.0,1610.0,140.0,161.0,False,0.0,0.0,stock_move,0.0,0.0,0.0,0.0,[],[],no,0.0,0.0,0.0,0.0,consu,no,False,True,round_per_line,tax_excluded,54,S00026 - [E-COM11] Cabinet with Doors (Gemini Furniture),"[1, 'OdooBot']",2025-03-10 17:09:18,"[1, 'OdooBot']",2025-03-10 17:11:41,False,10.0,False,[],[],0,False,0.0,False,False,False,False,False,[84],0.0,2025-03-10 17:09:19,False,10.0,10.0,"[1, 'YourCompany']",10.0,False,True,True,False,False,[],[],[],[],False,none,[],[],[],[],True,False,0.0,False,False,False,False,False,False,[],False,Cabinet with Doors,False,False,False,[],0.0,10.0,False,False,[],[],False,False,0.0,False,[],0.0,0.0,0.0,False
False,2,[],"[25, 'S00025']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[11, 'Gemini Furniture']","[6, 'Marc Demo']",sale,"[233, 'United States']",False,True,False,False,"[32, '[FURN_6667] Acoustic Bloc Screens (Wood)']","[23, 'Acoustic Bloc Screens']","[1, 'Unit']",[8],[],[],False,[FURN_6667] Acoustic Bloc Screens (Wood),5.0,"[1, 'Units']",False,[],False,False,False,False,[1],False,295.0,295.0,0.0,1475.0,221.25,1696.25,295.0,339.25,False,0.0,0.0,stock_move,0.0,0.0,0.0,0.0,[],[],no,0.0,0.0,0.0,0.0,consu,no,False,True,round_per_line,tax_excluded,52,S00025 - [FURN_6667] Acoustic Bloc Screens (Wood) (Gemini Furniture),"[1, 'OdooBot']",2025-03-10 17:09:18,"[1, 'OdooBot']",2025-03-10 17:11:41,False,5.0,False,[],[],0,False,0.0,False,False,False,False,False,[82],0.0,2025-03-10 17:09:19,False,5.0,5.0,"[1, 'YourCompany']",5.0,False,True,True,False,False,[],[],[2],[],False,none,[],[],[],[],True,False,0.0,False,False,False,False,False,False,[8],False,Acoustic Bloc Screens (Wood),False,False,False,[],0.0,5.0,False,False,[],[],False,False,0.0,False,[],0.0,0.0,0.0,False
False,2,[],"[24, 'S00024']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[11, 'Gemini Furniture']","[6, 'Marc Demo']",sale,"[233, 'United States']",False,True,False,False,"[32, '[FURN_6667] Acoustic Bloc Screens (Wood)']","[23, 'Acoustic Bloc Screens']","[1, 'Unit']",[8],[],[],False,[FURN_6667] Acoustic Bloc Screens (Wood),5.0,"[1, 'Units']",False,[],False,False,False,False,[1],False,295.0,295.0,0.0,1475.0,221.25,1696.25,295.0,339.25,False,0.0,0.0,stock_move,0.0,0.0,0.0,0.0,[],[],no,0.0,0.0,0.0,0.0,consu,no,False,True,round_per_line,tax_excluded,50,S00024 - [FURN_6667] Acoustic Bloc Screens (Wood) (Gemini Furniture),"[1, 'OdooBot']",2025-03-10 17:09:18,"[1, 'OdooBot']",2025-03-10 17:11:41,False,5.0,False,[],[],0,False,0.0,False,False,False,False,False,[80],0.0,2025-03-10 17:09:19,False,5.0,5.0,"[1, 'YourCompany']",5.0,False,True,True,False,False,[],[],[2],[],False,none,[],[],[],[],True,False,0.0,False,False,False,False,False,False,[8],False,Acoustic Bloc Screens (Wood),False,False,False,[],0.0,5.0,False,False,[],[],False,False,0.0,False,[],0.0,0.0,0.0,False
False,2,[],"[24, 'S00024']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[11, 'Gemini Furniture']","[6, 'Marc Demo']",sale,"[233, 'United States']",False,False,False,False,"[21, '[E-COM11] Cabinet with Doors']","[15, '[E-COM11] Cabinet with Doors']","[1, 'Unit']",[],[],[],False,[E-COM11] Cabinet with Doors,5.0,"[1, 'Units']",False,[],False,False,False,False,[1],False,140.0,140.0,0.0,700.0,105.0,805.0,140.0,161.0,False,0.0,0.0,stock_move,0.0,0.0,0.0,0.0,[],[],no,0.0,0.0,0.0,0.0,consu,no,False,True,round_per_line,tax_excluded,51,S00024 - [E-COM11] Cabinet with Doors (Gemini Furniture),"[1, 'OdooBot']",2025-03-10 17:09:18,"[1, 'OdooBot']",2025-03-10 17:11:41,False,5.0,False,[],[],0,False,0.0,False,False,False,False,False,[81],0.0,2025-03-10 17:09:19,False,5.0,5.0,"[1, 'YourCompany']",5.0,False,True,True,False,False,[],[],[],[],False,none,[],[],[],[],True,False,0.0,False,False,False,False,False,False,[],False,Cabinet with Doors,False,False,False,[],0.0,5.0,False,False,[],[],False,False,0.0,False,[],0.0,0.0,0.0,False
False,2,[],"[23, 'S00023']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[9, 'Wood Corner']","[2, 'Mitchell Admin']",sale,"[233, 'United States']",False,False,False,False,"[169, '[RENT001] Projector']","[149, '[RENT001] Projector']","[1, 'Unit']",[],[],[],False,"[RENT001] Projector
03/05/2025 18:09:17 to 03/15/2025 18:09:17",2.0,"[1, 'Units']",False,[],False,False,False,False,[1],False,100.0,100.0,0.0,200.0,30.0,230.0,100.0,115.0,False,0.0,0.0,manual,2.0,0.0,0.0,2.0,[],[],to invoice,0.0,0.0,200.0,230.0,consu,no,False,True,round_per_line,tax_excluded,49,S00023 - [RENT001] Projector (Wood Corner),"[1, 'OdooBot']",2025-03-10 17:09:15,"[1, 'OdooBot']",2025-03-10 17:11:41,False,2.0,False,[],[],0,True,0.0,2025-03-05 17:09:17,2025-03-15 17:09:17,2025-03-05 17:09:17,True,False,[102],0.0,False,False,0.0,0.0,"[1, 'YourCompany']",0.0,False,False,False,False,False,[],[],[],[],False,none,[],[],[],[],True,False,0.0,False,False,False,False,False,False,[],False,Projector,False,False,False,[],0.0,2.0,False,False,[],[],False,False,0.0,False,[],200.0,30.0,230.0,False
False,2,[],"[22, 'S00022']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[10, 'Deco Addict']","[2, 'Mitchell Admin']",sale,"[233, 'United States']",False,False,False,False,"[169, '[RENT001] Projector']","[149, '[RENT001] Projector']","[1, 'Unit']",[],[],[],False,"[RENT001] Projector
03/05/2025 18:09:17 to 03/09/2025 18:09:17",3.0,"[1, 'Units']",False,[],False,False,False,False,[1],False,150.0,150.0,0.0,450.0,67.5,517.5,150.0,172.5,False,0.0,0.0,manual,2.0,0.0,0.0,3.0,[],[],to invoice,0.0,0.0,450.0,517.5,consu,no,False,True,round_per_line,tax_excluded,47,S00022 - [RENT001] Projector (Deco Addict),"[1, 'OdooBot']",2025-03-10 17:09:15,"[1, 'OdooBot']",2025-03-10 17:11:41,False,3.0,False,[],[],0,True,0.0,2025-03-05 17:09:17,2025-03-09 17:09:17,2025-03-05 17:09:17,True,False,[103],0.0,False,False,0.0,0.0,"[1, 'YourCompany']",1.0,False,False,False,False,False,[],[],[],[],False,none,[],[],[],[],True,False,0.0,False,False,False,False,False,False,[],False,Projector,False,False,False,[],0.0,3.0,False,False,[],[],False,False,0.0,False,[],300.0,45.0,345.0,False
False,2,[],"[22, 'S00022']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[10, 'Deco Addict']","[2, 'Mitchell Admin']",sale,"[233, 'United States']",False,False,False,False,"[5, '[FURN_7777] Office Chair']","[5, '[FURN_7777] Office Chair']","[1, 'Unit']",[],[],[],False,[FURN_7777] Office Chair,2.0,"[1, 'Units']",False,[],False,False,False,False,[1],False,65.0,65.0,0.0,130.0,19.5,149.5,65.0,74.75,False,0.0,0.0,manual,0.0,0.0,0.0,0.0,[],[],no,0.0,0.0,0.0,0.0,consu,no,True,True,round_per_line,tax_excluded,48,S00022 - [FURN_7777] Office Chair (Deco Addict),"[1, 'OdooBot']",2025-03-10 17:09:15,"[1, 'OdooBot']",2025-03-10 17:11:41,False,2.0,False,[],[],0,False,0.0,2025-03-05 17:09:17,2025-03-09 17:09:17,False,False,False,[],0.0,False,False,0.0,0.0,"[1, 'YourCompany']",2.0,False,False,True,False,False,[],[],[],[],False,none,[],[],[],[],True,False,0.0,False,False,False,False,False,False,[],False,Office Chair,False,False,False,[],0.0,2.0,False,False,[],[],False,False,0.0,False,[],0.0,0.0,0.0,False
False,2,[],"[16, 'S00016']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[11, 'Gemini Furniture']","[6, 'Marc Demo']",sale,"[233, 'United States']",False,True,False,False,"[32, '[FURN_6667] Acoustic Bloc Screens (Wood)']","[23, 'Acoustic Bloc Screens']","[1, 'Unit']",[8],[],[],False,[FURN_6667] Acoustic Bloc Screens (Wood),3.0,"[1, 'Units']",False,[],False,False,False,False,[1],False,275.0,275.0,0.0,825.0,123.75,948.75,275.0,316.25,False,0.0,0.0,manual,0.0,0.0,0.0,0.0,[],[],no,0.0,0.0,0.0,0.0,consu,no,True,True,round_per_line,tax_excluded,34,S00016 - [FURN_6667] Acoustic Bloc Screens (Wood) (Gemini Furniture),"[1, 'OdooBot']",2025-03-10 17:08:19,"[1, 'OdooBot']",2025-03-10 17:11:41,False,3.0,False,[],[],0,False,0.0,False,False,False,False,False,[],0.0,False,False,0.0,0.0,"[1, 'YourCompany']",3.0,False,False,True,False,False,[],[],[2],[],False,none,[],[],[],[],True,False,0.0,False,False,False,False,False,False,[8],False,Acoustic Bloc Screens (Wood),False,False,False,[],0.0,3.0,False,False,[],[],False,False,0.0,False,[],0.0,0.0,0.0,False
False,2,[],"[16, 'S00016']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[11, 'Gemini Furniture']","[6, 'Marc Demo']",sale,"[233, 'United States']",False,False,False,False,"[25, '[FURN_0269] Office Chair Black']","[17, '[FURN_0269] Office Chair Black']","[1, 'Unit']",[],[],[],False,[FURN_0269] Office Chair Black,3.0,"[1, 'Units']",False,[],False,False,False,False,[1],False,120.5,120.5,0.0,361.5,54.23000000000002,415.73,120.5,138.58,False,0.0,0.0,manual,0.0,0.0,0.0,0.0,[],[],no,0.0,0.0,0.0,0.0,consu,no,True,True,round_per_line,tax_excluded,35,S00016 - [FURN_0269] Office Chair Black (Gemini Furniture),"[1, 'OdooBot']",2025-03-10 17:08:19,"[1, 'OdooBot']",2025-03-10 17:11:41,False,3.0,False,[],[],0,False,0.0,False,False,False,False,False,[],0.0,False,False,0.0,0.0,"[1, 'YourCompany']",3.0,False,False,True,False,False,[],[],[],[],False,none,[],[],[],[],True,False,0.0,False,False,False,False,False,False,[],False,Office Chair Black,False,False,False,[],0.0,3.0,False,False,[],[],False,False,0.0,False,[],0.0,0.0,0.0,False
False,2,[],"[14, 'S00014']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[11, 'Gemini Furniture']","[6, 'Marc Demo']",sale,"[233, 'United States']",False,True,False,False,"[32, '[FURN_6667] Acoustic Bloc Screens (Wood)']","[23, 'Acoustic Bloc Screens']","[1, 'Unit']",[8],[],[],False,[FURN_6667] Acoustic Bloc Screens (Wood),4.0,"[1, 'Units']",False,[],False,False,False,False,[1],False,275.0,275.0,0.0,1100.0,165.0,1265.0,275.0,316.25,False,0.0,0.0,manual,0.0,0.0,0.0,0.0,[],[],no,0.0,0.0,0.0,0.0,consu,no,True,True,round_per_line,tax_excluded,30,S00014 - [FURN_6667] Acoustic Bloc Screens (Wood) (Gemini Furniture),"[1, 'OdooBot']",2025-03-10 17:08:19,"[1, 'OdooBot']",2025-03-10 17:11:41,False,4.0,False,[],[],0,False,0.0,False,False,False,False,False,[],0.0,False,False,0.0,0.0,"[1, 'YourCompany']",4.0,False,False,True,False,False,[],[],[2],[],False,none,[],[],[],[],True,False,0.0,False,False,False,False,False,False,[8],False,Acoustic Bloc Screens (Wood),False,False,False,[],0.0,4.0,False,False,[],[],False,False,0.0,False,[],0.0,0.0,0.0,False
False,2,[],"[14, 'S00014']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[11, 'Gemini Furniture']","[6, 'Marc Demo']",sale,"[233, 'United States']",False,False,False,False,"[25, '[FURN_0269] Office Chair Black']","[17, '[FURN_0269] Office Chair Black']","[1, 'Unit']",[],[],[],False,[FURN_0269] Office Chair Black,4.0,"[1, 'Units']",False,[],False,False,False,False,[1],False,120.5,120.5,0.0,482.0,72.29999999999995,554.3,120.5,138.58,False,0.0,0.0,manual,0.0,0.0,0.0,0.0,[],[],no,0.0,0.0,0.0,0.0,consu,no,True,True,round_per_line,tax_excluded,31,S00014 - [FURN_0269] Office Chair Black (Gemini Furniture),"[1, 'OdooBot']",2025-03-10 17:08:19,"[1, 'OdooBot']",2025-03-10 17:11:41,False,4.0,False,[],[],0,False,0.0,False,False,False,False,False,[],0.0,False,False,0.0,0.0,"[1, 'YourCompany']",4.0,False,False,True,False,False,[],[],[],[],False,none,[],[],[],[],True,False,0.0,False,False,False,False,False,False,[],False,Office Chair Black,False,False,False,[],0.0,4.0,False,False,[],[],False,False,0.0,False,[],0.0,0.0,0.0,False
False,2,[],"[13, 'S00013']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[11, 'Gemini Furniture']","[6, 'Marc Demo']",sale,"[233, 'United States']",False,True,False,False,"[32, '[FURN_6667] Acoustic Bloc Screens (Wood)']","[23, 'Acoustic Bloc Screens']","[1, 'Unit']",[8],[],[],False,[FURN_6667] Acoustic Bloc Screens (Wood),1.0,"[1, 'Units']",False,[],False,False,False,False,[1],False,295.0,295.0,0.0,295.0,44.25,339.25,295.0,339.25,False,0.0,0.0,manual,0.0,0.0,0.0,0.0,[],[],no,0.0,0.0,0.0,0.0,consu,no,True,True,round_per_line,tax_excluded,28,S00013 - [FURN_6667] Acoustic Bloc Screens (Wood) (Gemini Furniture),"[1, 'OdooBot']",2025-03-10 17:08:19,"[1, 'OdooBot']",2025-03-10 17:11:41,False,1.0,False,[],[],0,False,0.0,False,False,False,False,False,[],0.0,False,False,0.0,0.0,"[1, 'YourCompany']",1.0,False,False,True,False,False,[],[],[2],[],False,none,[],[],[],[],True,False,0.0,False,False,False,False,False,False,[8],False,Acoustic Bloc Screens (Wood),False,False,False,[],0.0,1.0,False,False,[],[],False,False,0.0,False,[],0.0,0.0,0.0,False
False,2,[],"[13, 'S00013']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[11, 'Gemini Furniture']","[6, 'Marc Demo']",sale,"[233, 'United States']",False,False,False,False,"[25, '[FURN_0269] Office Chair Black']","[17, '[FURN_0269] Office Chair Black']","[1, 'Unit']",[],[],[],False,[FURN_0269] Office Chair Black,1.0,"[1, 'Units']",False,[],False,False,False,False,[1],False,120.5,120.5,0.0,120.5,18.080000000000013,138.58,120.5,138.58,False,0.0,0.0,manual,0.0,0.0,0.0,0.0,[],[],no,0.0,0.0,0.0,0.0,consu,no,True,True,round_per_line,tax_excluded,29,S00013 - [FURN_0269] Office Chair Black (Gemini Furniture),"[1, 'OdooBot']",2025-03-10 17:08:19,"[1, 'OdooBot']",2025-03-10 17:11:41,False,1.0,False,[],[],0,False,0.0,False,False,False,False,False,[],0.0,False,False,0.0,0.0,"[1, 'YourCompany']",1.0,False,False,True,False,False,[],[],[],[],False,none,[],[],[],[],True,False,0.0,False,False,False,False,False,False,[],False,Office Chair Black,False,False,False,[],0.0,1.0,False,False,[],[],False,False,0.0,False,[],0.0,0.0,0.0,False
False,2,[],"[12, 'S00012']",10,"[1, 'My Company (San Francisco)']","[1, 'USD']","[11, 'Gemini Furniture']","[6, 'Marc Demo']",sale,"[233, 'United States']",False,True,False,False,"[32, '[FURN_6667] Acoustic Bloc Screens (Wood)']","[23, 'Acoustic Bloc Screens']","[1, 'Unit']",[8],[],[],False,[FURN_6667] Acoustic Bloc Screens (Wood),1.0,"[1, 'Units']",False,[],False,False,False,False,[1],False,315.0,315.0,0.0,315.0,47.25,362.25,315.0,362.25,False,0.0,0.0,manual,0.0,0.0,0.0,0.0,[],[],no,0.0,0.0,0.0,0.0,consu,no,True,True,round_per_line,tax_excluded,26,S00012 - [FURN_6667] Acoustic Bloc Screens (Wood) (Gemini Furniture),"[1, 'OdooBot']",2025-03-10 17:08:19,"[1, 'OdooBot']",2025-03-10 17:11:41,False,1.0,False,[],[],0,False,0.0,False,False,False,False,False,[],0.0,False,False,0.0,0.0,"[1, 'YourCompany']",1.0,False,False,True,False,False,[],[],[2],[],False,none,[],[],[],[],True,False,0.0,False,False,False,False,False,False,[8],False,Acoustic Bloc Screens (Wood),False,False,False,[],0.0,1.0,False,False,[],[],False,False,0.0,False,[],0.0,0.0,0.0,False
